,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
E173  Sai Vidya Institute of Technology  Bangalore,DS Comp. Sc. Engg-Data Sc.,66109,--,99530,40973,101064,69065,58384,--,156782,38128,89724,68887,44234,87171,65135,37110,62106,56405,141033,--,201791,60759,--,--
E173  Sai Vidya Institute of Technology  Bangalore,EC Electronics,62722,117853,95779,64224,75793,69827,73259,--,--,57019,--,69054,60536,--,104449,54580,63524,58508,140893,177212,172083,82706,191979,97169
E173  Sai Vidya Institute of Technology  Bangalore,IE Info.Science,34499,94691,50506,35460,--,48043,56625,--,103824,27781,--,55893,30346,--,40663,26522,40674,35021,83858,--,126554,65368,--,--
E173  Sai Vidya Institute of Technology  Bangalore,ME Mechanical,--,--,--,143033,--,--,176304,--,--,129388,--,--,--,--,--,126215,182837,140463,227162,--,--,208651,--,--
"E174  Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist,",CE Civil,--,--,--,203528,270942,--,194178,--,256776,--,--,--,--,--,--,163084,--,207483,243464,--,--,254753,--,--
"E174  Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist,",CS Computers,71977,--,--,71810,--,78018,64507,--,--,64321,--,75402,65648,--,69510,63759,64143,67784,100844,110394,138543,76600,--,157211
"E174  Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist,",EC Electronics,--,149138,113430,83621,--,133166,113189,--,--,105308,--,102707,85356,91646,--,78927,--,82198,125131,--,--,101255,--,--
"E174  Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist,",EE Electrical,116865,--,138085,104711,143074,--,--,--,--,103619,--,127910,--,--,--,100888,125664,105155,154621,--,--,118499,--,--
"E174  Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist,",IE Info.Science,83016,--,--,80818,93335,87720,85663,--,129170,77088,--,--,81095,--,--,75842,78372,77756,122362,--,152458,113717,--,--
"E174  Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist,",ME Mechanical,226164,--,--,272366,--,--,229652,--,--,214901,--,--,226591,--,--,212243,256405,224830,268530,--,--,--,--,--
E175  S.G.Balekundri Institute of Technology  Belgaum,"AD ArtificialIntel, Data Sc",64413,--,115788,63016,--,69129,58362,--,--,70076,--,--,57818,--,70578,56896,60185,67157,126931,139157,168399,121299,184918,192414
E175  S.G.Balekundri Institute of Technology  Belgaum,CB Comp. Sc. andBus Sys.,106600,--,190082,80102,137485,100484,70976,--,110846,82746,--,--,70505,98849,125489,69535,72795,77381,141547,--,237701,96302,--,--
E175  S.G.Balekundri Institute of Technology  Belgaum,CE Civil,180954,229318,--,195419,--,209926,184337,--,--,238444,--,--,173098,--,--,165851,--,184249,221390,--,262400,--,--,--
E175  S.G.Balekundri Institute of Technology  Belgaum,CS Computers,46979,--,66381,43017,45112,45840,43330,--,54214,50724,--,58820,39779,--,44902,36850,38417,44596,93861,105562,104742,54420,--,140956
E175  S.G.Balekundri Institute of Technology  Belgaum,EC Electronics,55539,82697,71023,54804,--,60714,56551,--,168016,61700,88089,75633,52168,--,59517,50815,51072,53612,122812,164984,124789,65396,--,236164
E175  S.G.Balekundri Institute of Technology  Belgaum,EE Electrical,111008,--,158327,89724,101434,107122,102939,--,--,105602,--,117414,84863,149174,--,81805,82239,88499,150864,251293,199733,114779,--,--
E175  S.G.Balekundri Institute of Technology  Belgaum,ME Mechanical,144674,--,--,151967,183809,--,182490,--,200832,269908,--,--,150693,--,--,89529,159848,181761,263873,--,--,--,--,--
E176  Navodaya Institute of Technology  Raihcur,CE Civil,--,--,--,198753,--,--,188249,--,--,209997,--,--,--,--,--,169621,--,220860,224341,253133,--,--,--,--
E176  Navodaya Institute of Technology  Raihcur,CS Computers,70371,--,--,58406,--,69282,71834,--,--,59485,--,--,54548,--,--,41050,62739,63718,66221,139902,83012,84735,--,--
E176  Navodaya Institute of Technology  Raihcur,EC Electronics,139430,--,--,85168,--,--,101405,--,--,--,--,--,93830,--,94799,80464,88872,120159,126191,--,--,189338,--,234114
E176  Navodaya Institute of Technology  Raihcur,EE Electrical,140577,--,--,129042,--,143933,129051,--,--,155921,--,--,154609,--,145139,115845,--,123613,169951,--,--,199572,--,--
E176  Navodaya Institute of Technology  Raihcur,ME Mechanical,--,--,--,206531,--,--,--,--,--,--,--,--,--,--,--,153879,--,--,--,--,--,--,--,--
E177  Rajeev Institute of Technology  Hassan,"AD ArtificialIntel, Data Sc",91324,--,109009,93429,123116,--,87363,--,--,83525,--,--,96018,--,--,83072,98348,89693,189143,--,209528,191105,--,194177
E177  Rajeev Institute of Technology  Hassan,"CA CS (AI, MachineLearning)",77220,--,--,76157,--,101438,73617,--,--,63777,--,--,67576,--,101856,63337,86771,69744,119404,171068,204752,109931,--,--
E177  Rajeev Institute of Technology  Hassan,CE Civil,--,--,--,171334,--,--,--,--,--,169817,--,176352,--,--,--,151922,--,164857,192007,--,--,--,--,--
E177  Rajeev Institute of Technology  Hassan,CS Computers,47092,--,98272,52067,71017,56747,44021,--,93569,42971,--,--,43622,--,49398,42015,52338,48716,78542,101997,94091,65584,--,135014
E177  Rajeev Institute of Technology  Hassan,EC Electronics,71080,--,--,66593,98148,79923,62584,--,--,59645,--,--,63347,--,68686,59035,79730,62517,97465,186091,127815,82455,--,181420
E177  Rajeev Institute of Technology  Hassan,EE Electrical,103143,--,--,93457,125847,135612,96134,--,--,91415,127466,--,91155,--,--,86302,--,91512,148937,--,215775,193262,--,160055
E177  Rajeev Institute of Technology  Hassan,EV EC  Engg(VLSIDesign),155147,--,--,155851,--,160138,197411,--,--,149922,--,--,144718,192799,--,139069,--,153170,196309,--,--,--,--,--
E177  Rajeev Institute of Technology  Hassan,IE Info.Science,65345,--,--,54231,--,66513,63419,--,103145,53940,--,--,54588,101351,--,53601,65660,57647,94897,--,122517,93084,227950,--
E177  Rajeev Institute of Technology  Hassan,ME Mechanical,--,--,--,177532,--,--,--,--,--,--,--,172239,--,--,--,113191,--,171400,237985,--,--,262609,--,--
E178  The National Institute of Engineering(NORTH CAMPUS)  Mysore,"CA CS (AI, MachineLearning)",10283,44276,18921,11049,--,14899,8521,--,19383,7539,--,--,6372,--,--,6289,13379,8873,36525,58953,64701,41651,--,57353
E178  The National Institute of Engineering(NORTH CAMPUS)  Mysore,CS Computers,6940,--,13634,7360,10860,8807,7017,--,21429,4893,19971,6041,5039,9051,5926,4700,7527,5882,19448,24780,30901,7963,--,28632
E178  The National Institute of Engineering(NORTH CAMPUS)  Mysore,IE Info.Science,10513,--,13972,9437,15948,11085,11475,--,32499,7150,--,8764,7252,18853,8584,6607,11835,8556,33093,55301,45207,12858,75908,54634
E180  Bearys Institute of Technology  Mangalore,"AD ArtificialIntel, Data Sc",94051,144871,--,99782,--,117900,94601,--,--,102710,--,--,110693,--,107531,88417,100372,89153,160189,--,219442,104530,--,--
E180  Bearys Institute of Technology  Mangalore,CE Civil,--,--,--,233007,--,--,--,--,--,--,--,--,246291,--,--,77630,241741,255823,266880,--,--,--,--,--
E180  Bearys Institute of Technology  Mangalore,CS Computers,89674,86479,108981,72807,--,108347,63578,--,64290,64384,--,--,67477,--,84845,61236,--,63663,126116,206108,150333,95236,96158,--
E180  Bearys Institute of Technology  Mangalore,EC Electronics,134613,--,132356,106809,121450,118891,113362,--,--,119223,--,--,94194,--,125008,92808,159164,100445,152514,153253,--,106258,--,--
E180  Bearys Institute of Technology  Mangalore,ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,154801,260749,257224,234371,--,--,--,--,--
"E181  Sri Basaveswara Institute of Technology  Tiptur, Tumkur(D)",CE Civil,257715,--,--,270101,--,--,264480,--,--,274621,--,--,255639,--,272121,239229,243977,267405,254337,--,268906,266286,--,--
"E181  Sri Basaveswara Institute of Technology  Tiptur, Tumkur(D)",CS Computers,74321,--,--,80613,116151,--,75424,--,--,74588,--,88102,73743,--,--,71982,72312,73334,118491,120824,121244,102723,--,160279
"E181  Sri Basaveswara Institute of Technology  Tiptur, Tumkur(D)",EC Electronics,104344,--,147960,105799,--,111665,100461,--,--,93167,--,--,93903,--,--,92068,97820,103732,151883,--,200813,180924,--,--
"E181  Sri Basaveswara Institute of Technology  Tiptur, Tumkur(D)",EE Electrical,149218,--,--,131787,--,153841,145300,--,--,114997,--,147326,114782,--,--,112582,142472,132724,189030,238838,254442,199693,--,--
"E181  Sri Basaveswara Institute of Technology  Tiptur, Tumkur(D)",ME Mechanical,--,--,--,268642,--,--,273633,--,--,270309,--,--,274167,--,--,264174,272142,273988,274315,--,--,--,--,--
E183  Sha-Shib College of Engineering  Chickballapur,AE Aeronaut.Engg,134956,--,--,132495,--,140337,122107,--,--,123002,--,--,121771,--,139731,113507,126489,125836,163868,183114,168933,189281,--,--
E183  Sha-Shib College of Engineering  Chickballapur,CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,167602,--,--,--,--,--,--,--,--
E183  Sha-Shib College of Engineering  Chickballapur,CS Computers,87155,--,--,74824,124788,95850,74959,--,111951,84554,98364,92147,83166,--,86373,74799,--,75799,89066,--,--,94484,142014,--
E183  Sha-Shib College of Engineering  Chickballapur,EC Electronics,--,--,150344,100928,--,--,117213,--,--,101349,--,180683,98051,--,--,96205,--,108461,167691,--,--,119518,--,139855
E183  Sha-Shib College of Engineering  Chickballapur,ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
E184  C Byre Gowda Institute of Technology  Kolar,AI ArtificialIntelligence,100285,--,--,91625,127767,129381,89249,--,--,84982,--,87452,99027,--,--,84744,103575,85509,139073,156220,156795,184149,--,195670
E184  C Byre Gowda Institute of Technology  Kolar,CE Civil,--,--,--,234488,--,--,164209,--,--,--,--,--,--,--,--,151736,--,154662,220606,--,--,--,--,--
E184  C Byre Gowda Institute of Technology  Kolar,CO ComputerEngineering,139072,--,--,117783,--,132397,116154,--,--,121650,--,--,124197,--,--,111313,111411,128643,188585,--,190429,167709,--,--
E184  C Byre Gowda Institute of Technology  Kolar,CS Computers,77966,--,89341,84232,88656,90496,81094,--,--,65531,--,78078,79414,--,87501,65468,81284,74562,115529,125293,119116,72136,--,137458
E184  C Byre Gowda Institute of Technology  Kolar,EC Electronics,96292,--,112059,106908,--,121594,111019,--,133364,96527,--,111152,97773,103029,120683,95588,105480,95727,148665,--,165893,104786,263796,--
E184  C Byre Gowda Institute of Technology  Kolar,ME Mechanical,--,--,--,195308,--,--,--,--,--,187256,--,--,--,--,--,113132,--,205754,219142,--,--,226324,--,--
E185  Angadi Institute of Technology and Management  Belgaum,"AD ArtificialIntel, Data Sc",74224,--,--,70534,--,82336,64412,--,--,69622,--,116044,64338,--,--,61338,63746,62875,126531,201253,191425,86728,--,--
E185  Angadi Institute of Technology and Management  Belgaum,CE Civil,--,--,168311,197568,--,--,--,--,--,230137,--,--,--,--,--,147802,161890,--,220720,--,--,233047,--,--
E185  Angadi Institute of Technology and Management  Belgaum,CS Computers,47233,63546,64301,46715,47082,50919,40737,--,66228,44172,--,--,39760,--,51139,37711,40531,49889,89520,118071,95389,51733,--,126240
E185  Angadi Institute of Technology and Management  Belgaum,EC Electronics,67011,--,--,59653,--,66058,57679,--,111857,57213,74489,71285,55651,--,--,53715,53735,55195,123917,--,150007,67034,228495,260113
E185  Angadi Institute of Technology and Management  Belgaum,EE Electrical,--,--,--,77342,--,--,119850,--,118641,77613,--,--,89034,--,--,73700,83962,83687,122631,--,--,128658,--,--
E185  Angadi Institute of Technology and Management  Belgaum,ME Mechanical,213473,--,--,227435,--,265734,232516,--,--,--,--,--,195063,--,--,122869,193244,198909,268167,--,--,--,--,--
E185  Angadi Institute of Technology and Management  Belgaum,RA Robotics andAutomation,--,--,--,100092,--,--,--,--,--,--,--,143057,104091,--,--,96934,112760,108417,159334,--,--,140953,--,--
"E186  ACS College of Engineering  Kengeri Hobli,Bangalore",AE Aeronaut.Engg,78701,--,120269,75860,--,108185,67061,--,114066,64017,--,89374,64210,--,97901,62401,77695,80777,98454,149612,112150,74902,--,--
"E186  ACS College of Engineering  Kengeri Hobli,Bangalore",BM Bio Medical,54529,177398,--,56791,--,77402,50129,--,--,46318,--,--,58089,--,--,46041,--,62265,90375,--,157976,157105,--,--
"E186  ACS College of Engineering  Kengeri Hobli,Bangalore",CS Computers,41100,--,65574,42966,54796,52870,49556,--,--,34012,--,46024,37335,--,47729,33673,46857,45012,72691,128333,119027,64404,178212,118926
"E186  ACS College of Engineering  Kengeri Hobli,Bangalore",CY CS- CyberSecurity,64974,--,--,67924,120111,95152,74205,--,117109,63303,--,72677,61035,--,94149,60467,85243,66498,135058,--,168709,193644,--,--
"E186  ACS College of Engineering  Kengeri Hobli,Bangalore",DS Comp. Sc. Engg-Data Sc.,62582,--,--,63676,98195,86349,67786,--,--,57585,--,--,60062,75490,77659,57263,86950,70239,124203,257433,159425,92734,--,217700
"E186  ACS College of Engineering  Kengeri Hobli,Bangalore",EC Electronics,65895,--,91813,62034,--,72794,68760,--,--,59707,--,--,59855,86890,--,59640,63271,63630,121166,--,149339,93129,--,222364
"E186  ACS College of Engineering  Kengeri Hobli,Bangalore",IO CS- Internet ofThings,89282,--,--,79409,--,105889,90437,--,--,69696,--,--,72876,76471,--,67629,--,85274,162061,--,203242,118010,--,--
"E186  ACS College of Engineering  Kengeri Hobli,Bangalore",ME Mechanical,--,--,--,163673,--,--,--,--,--,--,225214,201348,155300,--,--,143030,150616,189864,254324,--,--,--,--,--
"E186  ACS College of Engineering  Kengeri Hobli,Bangalore",SE Aero SpaceEngg.,66423,--,--,54717,--,70583,57224,--,--,43740,--,--,47304,--,--,43135,63926,68909,83450,--,111577,79333,--,--
E188  Vijaya Vittala Institute of Technology  Bangalore,AI ArtificialIntelligence,82294,--,--,78925,125798,81987,85079,--,--,75122,102362,88568,71741,--,93229,70977,95677,79040,138139,--,195696,135011,--,248533
E188  Vijaya Vittala Institute of Technology  Bangalore,"CA CS (AI, MachineLearning)",87941,163619,--,83336,132816,95506,81224,--,--,76316,--,--,75467,--,--,74872,--,86779,138585,--,240580,110168,--,--
E188  Vijaya Vittala Institute of Technology  Bangalore,CE Civil,234852,--,--,225555,--,259787,224044,--,--,--,--,--,218539,--,--,164791,--,240202,235149,--,270342,273322,--,--
E188  Vijaya Vittala Institute of Technology  Bangalore,CS Computers,64957,--,--,63858,74289,75209,61201,--,83751,61510,--,--,60731,--,89747,59656,61267,61912,99750,198310,120153,73913,--,146027
E188  Vijaya Vittala Institute of Technology  Bangalore,DS Comp. Sc. Engg-Data Sc.,96698,--,--,100423,--,--,95919,--,247591,--,--,--,95906,--,--,95470,115271,109502,196423,--,--,227605,--,--
E188  Vijaya Vittala Institute of Technology  Bangalore,EC Electronics,92821,90555,115484,83794,--,99471,83971,--,--,84531,--,88149,79585,--,--,79433,84152,85854,137600,195411,258966,165106,--,--
E188  Vijaya Vittala Institute of Technology  Bangalore,ME Mechanical,233822,--,--,238633,--,254124,227697,--,--,212480,--,--,215870,--,--,207469,--,229693,241011,--,--,--,--,--
"E189  Navkis College of Engineering (Formerly NDRKIT)  Kandali, Hassan","AD ArtificialIntel, Data Sc",63068,--,136342,68613,118227,88081,64419,--,--,61257,--,66212,59302,--,--,59022,84171,59152,151227,172411,223806,146313,--,--
"E189  Navkis College of Engineering (Formerly NDRKIT)  Kandali, Hassan",AI ArtificialIntelligence,87189,--,--,64441,--,103114,57161,257549,--,59462,--,--,58533,--,--,52941,92000,64554,118995,--,195974,87291,--,--
"E189  Navkis College of Engineering (Formerly NDRKIT)  Kandali, Hassan",CE Civil,--,--,--,181012,--,--,--,--,--,--,--,--,--,--,--,139845,--,159823,179027,--,--,234227,--,--
